year,area,stage,f
2019,2,adult,0.197986133606388
2020,2,adult,0.246322070017045
2021,2,adult,0.384187709397718
2022,2,adult,0.148270747834502
2023,2,adult,0.203232812041205
2024,2,adult,0.395743827850782
1972,3,adult,0.0654302481074239
1973,3,adult,0.0532265846640603
1974,3,adult,0.0547714678475184
1975,3,adult,0.0578333858416333
1976,3,adult,0.0644894800016372
1977,3,adult,0.0827908413388037
1978,3,adult,0.0616397910134755
1979,3,adult,0.0809786091623878
1980,3,adult,0.0833026682555244
1981,3,adult,0.118231419041775
1982,3,adult,0.111158567206817
1983,3,adult,0.0924844420493498
1984,3,adult,0.0748976872941907
1985,3,adult,0.0796307239029056
1986,3,adult,0.116600374209975
1987,3,adult,0.0914434822787014
1988,3,adult,0.103319320193059
1989,3,adult,0.0671432515120502
1990,3,adult,0.110531952053117
1991,3,adult,0.0755413473497331
1992,3,adult,0.0870605615041806
1993,3,adult,0.110718878733563
1994,3,adult,0.0708291383309972
1995,3,adult,0.0981397726265291
1996,3,adult,0.201192011834906
1997,3,adult,0.065058255789522
1998,3,adult,0.0541799115359517
1999,3,adult,0.0440464727882589
2000,3,adult,0.0516558465766044
2001,3,adult,0.0487590669264024
2002,3,adult,0.0813994128099676
2003,3,adult,0.109219448910749
2004,3,adult,0.0898120022063271
2005,3,adult,0.0717882877466111
2006,3,adult,0.0779095848533052
2007,3,adult,0.0534043509299424
2008,3,adult,0.0813770862692642
2009,3,adult,0.0999259434872553
2010,3,adult,0.0796271857438799
2011,3,adult,0.0898854854757185
2012,3,adult,0.0744656279993765
2013,3,adult,0.0828276880304287
2014,3,adult,0.0860170321576635
2015,3,adult,0.147317482227724
2016,3,adult,0.122047996404478
2017,3,adult,0.0961538922612116
2018,3,adult,0.0947257317108757
2019,3,adult,0.106090659198416
2020,3,adult,0.0217217481779176
2021,3,adult,0.0249785819432338
2022,3,adult,0.0523152363943088
2023,3,adult,0.0386704612687242
2024,3,adult,0.063670365793385
1972,4,adult,0.0041781791744762
1973,4,adult,0.0114047763013792
1974,4,adult,0.00280708469778811
1975,4,adult,0.0285393012785048
1976,4,adult,0.0102849387160075
1977,4,adult,0.0369923974879795
1978,4,adult,0.0124522787079536
1979,4,adult,0.0216534256895309
1980,4,adult,0.00995350172503858
1981,4,adult,0.0226369532923227
1982,4,adult,0.0213465966214773
1983,4,adult,0.0284336885322378
1984,4,adult,0.0192700557606315
1985,4,adult,0.0458823361112117
1986,4,adult,0.0130448479662032
1987,4,adult,0.0660879816556397
1988,4,adult,0.0145065246914367
1989,4,adult,0.0100339804856827
1990,4,adult,0.026306779172195
1991,4,adult,0.00530768656378819
1992,4,adult,0.0216389763406348
1993,4,adult,0.0137527844599287
1994,4,adult,0.0221251687045091
1995,4,adult,0.00799013349011768
1996,4,adult,0.0334930698149267
1997,4,adult,0.00936721193504739
1998,4,adult,0.0384083897426564
1999,4,adult,0.0139670180396065
2000,4,adult,0.0264735751742067
2001,4,adult,0.0510706257213446
2002,4,adult,0.0420713008220533
2003,4,adult,0.0194238973800309
2004,4,adult,0.0557648747771985
2005,4,adult,0.0143218807486682
2006,4,adult,0.0208196236876793
2007,4,adult,0.057222928700349
2008,4,adult,0.00976319272875958
2009,4,adult,0.0120143364974528
2010,4,adult,0.0122366543606293
2011,4,adult,0.0120999776293744
2012,4,adult,0.0244326706852149
2013,4,adult,0.00501595197774462
2014,4,adult,0.0185585171685369
2015,4,adult,0.0288713259380247
2016,4,adult,0.0383045419947918
2017,4,adult,0.0556288541332501
2018,4,adult,0.0564091989090649
2019,4,adult,0.0263522719132878
2020,4,adult,0.0456507678291319
2021,4,adult,0.0116994597966795
2022,4,adult,0.0339570065523004
2023,4,adult,0.0324115097563061
2024,4,adult,0.0057774994671498
1972,5,adult,0.013210044796478
1973,5,adult,0.0187559829108213
1974,5,adult,0.00823199127813724
1975,5,adult,0.00921439751723561
1976,5,adult,0.0133880957089025
1977,5,adult,0.0433329416512884
1978,5,adult,0.0444531086025431
1979,5,adult,0.0166915378373989
1980,5,adult,0.0414946681240312
1981,5,adult,0.0289257412875479
1982,5,adult,0.0305109783052656
1983,5,adult,0.0354762192523159
1984,5,adult,0.0293853499561197
1985,5,adult,0.0542403498823096
1986,5,adult,0.062047935198542
1987,5,adult,0.152843083198398
1988,5,adult,0.0737619296853437
1989,5,adult,0.17900910513676
1990,5,adult,0.20072268053142
1991,5,adult,0.320539939139556
1992,5,adult,0.126570416055736
1993,5,adult,0.0838309922016481
1994,5,adult,0.0996601272936847
1995,5,adult,0.305790605023724
1996,5,adult,0.212059869579181
1997,5,adult,0.116807210404528
1998,5,adult,0.16633288455918
1999,5,adult,0.138298352836248
2000,5,adult,0.137017123060336
2001,5,adult,0.0809607038266728
2002,5,adult,0.0378288701054528
2003,5,adult,0.114532517260386
2004,5,adult,0.0829805114162214
2005,5,adult,0.0868396911629109
2006,5,adult,0.110917964743926
2007,5,adult,0.143420090231294
2008,5,adult,0.178266084372042
2009,5,adult,0.138172844214589
2010,5,adult,0.148397595835018
2011,5,adult,0.130285251612569
2012,5,adult,0.147076616166821
2013,5,adult,0.139874676144672
2014,5,adult,0.150561882548806
2015,5,adult,0.19231871678009
2016,5,adult,0.248193603406563
2017,5,adult,0.29960072640546
2018,5,adult,0.300932801743133
2019,5,adult,0.444175097807355
2020,5,adult,0.355458584729875
2021,5,adult,0.429332916415525
2022,5,adult,0.399748029551618
2023,5,adult,0.251119483270345
2024,5,adult,0.241471872601793
1972,6,adult,0.0185833401045591
1973,6,adult,0.0236452282569126
1974,6,adult,0.0462303403684933
1975,6,adult,0.0373985870985573
1976,6,adult,0.0158799013831048
1977,6,adult,0.0254159417554227
1978,6,adult,0.039381370916948
1979,6,adult,0.0487764462463301
1980,6,adult,0.0872668314490629
1981,6,adult,0.0838742282180677
1982,6,adult,0.0488274746279512
1983,6,adult,0.0906235257399702
1984,6,adult,0.0675655091143559
1985,6,adult,0.135010205292397
1986,6,adult,0.070010042435426
1987,6,adult,0.0506709276422837
1988,6,adult,0.0128794457249264
1989,6,adult,0.150371161828243
1990,6,adult,0.155390597706759
1991,6,adult,0.326036710390958
1992,6,adult,0.150867972580967
1993,6,adult,0.0269738393118606
1994,6,adult,0.0419207874503044
1995,6,adult,0.150342165388861
1996,6,adult,0.164220148236322
1997,6,adult,0.143843821341248
1998,6,adult,0.122808484565011
1999,6,adult,0.0973143903428665
2000,6,adult,0.0666615774019335
2001,6,adult,0.0982362415246099
2002,6,adult,0.098645345185367
2003,6,adult,0.294867116625935
2004,6,adult,0.192170053705383
2005,6,adult,0.150529862849936
2006,6,adult,0.243945793124393
2007,6,adult,0.166649217700093
2008,6,adult,0.266328603644788
2009,6,adult,0.343873548191104
2010,6,adult,0.403096922756079
2011,6,adult,0.56063241543291
2012,6,adult,0.599571783182976
2013,6,adult,0.454289247956142
2014,6,adult,0.169788271074866
2015,6,adult,0.0803403298179102
2016,6,adult,0.234881675340634
2017,6,adult,0.260947831439956
2018,6,adult,0.166907241937265
2019,6,adult,0.204293425648995
2020,6,adult,0.573317086612292
2021,6,adult,0.349110445870939
2022,6,adult,0.858181392866475
2023,6,adult,0.411195619190775
2024,6,adult,0.924554923235079
1972,7,adult,0.0201304678566875
1973,7,adult,0.0386450396354701
1974,7,adult,0.0348401092128326
1975,7,adult,0.0282414556757871
1976,7,adult,0.0306749280132015
1977,7,adult,0.0411938538886254
1978,7,adult,0.0429654199331071
1979,7,adult,0.0269268003829003
1980,7,adult,0.0339691219912822
1981,7,adult,0.0473484870104655
1982,7,adult,0.0579052687237675
1983,7,adult,0.0785439371378031
1984,7,adult,0.0988866087307845
1985,7,adult,0.0705680097934993
1986,7,adult,0.0859415030221228
1987,7,adult,0.0813558584453132
1988,7,adult,0.113167988384278
1989,7,adult,0.20636955118979
1990,7,adult,0.303183286216184
1991,7,adult,0.2900053457414
1992,7,adult,0.409177387748158
1993,7,adult,0.243873879350121
1994,7,adult,0.208764478205734
1995,7,adult,0.267130478447775
1996,7,adult,0.230235564138128
1997,7,adult,0.131984625887753
1998,7,adult,0.198623465442469
1999,7,adult,0.269848757306318
2000,7,adult,0.30619552170711
2001,7,adult,0.241993810854529
2002,7,adult,0.301293720314645
2003,7,adult,0.363990578400787
2004,7,adult,0.395930678297423
2005,7,adult,0.418597668834763
2006,7,adult,0.339924250539825
2007,7,adult,0.274824140790375
2008,7,adult,0.345843042946368
2009,7,adult,0.481767682446537
2010,7,adult,0.326846963370757
2011,7,adult,0.314707744751914
2012,7,adult,0.340514266930528
2013,7,adult,0.463088991539101
2014,7,adult,0.191587456971141
2015,7,adult,0.134005140946369
2016,7,adult,0.226926475729315
2017,7,adult,0.236901273372664
2018,7,adult,0.274709753346323
2019,7,adult,0.146361962665097
2020,7,adult,0.31657287749938
2021,7,adult,0.320969654110336
2022,7,adult,0.311270455740427
2023,7,adult,0.112885645203135
2024,7,adult,0.320790603942761
1972,8,adult,0.00148927880017152
1973,8,adult,0.00117434098853365
1974,8,adult,0.00365543620651267
1975,8,adult,0.00563183451503585
1976,8,adult,0.0106031431646251
1977,8,adult,0.0162486125856256
1978,8,adult,0.0163421159278926
1979,8,adult,0.0119007121826388
1980,8,adult,0.0227516920110468
1981,8,adult,0.028820365132911
1982,8,adult,0.0277089631401162
1983,8,adult,0.0340934348083953
1984,8,adult,0.021710907047209
1985,8,adult,0.0143281375744906
1986,8,adult,0.0222252436613152
1987,8,adult,0.0141020818788799
1988,8,adult,0.0157139466088454
1989,8,adult,0.0117070567104914
1990,8,adult,0.0502501712668558
1991,8,adult,0.08013098759954
1992,8,adult,0.0843085504389327
1993,8,adult,0.134754730227429
1994,8,adult,0.110203193321394
1995,8,adult,0.0170905123210758
1996,8,adult,0.0455432125522621
1997,8,adult,0.123553709505638
1998,8,adult,0.0832826096395541
1999,8,adult,0.0690684904208807
2000,8,adult,0.0933534500251898
2001,8,adult,0.240122935286331
2002,8,adult,0.297881902883573
2003,8,adult,0.0385616992004878
2004,8,adult,0.0637718951210292
2005,8,adult,0.113720476079697
2006,8,adult,0.0745630166100865
2007,8,adult,0.0633706240414079
2008,8,adult,0.100654101018803
2009,8,adult,0.188081642681434
2010,8,adult,0.0652283260188304
2011,8,adult,0.0630789163866291
2012,8,adult,0.175717482362258
2013,8,adult,0.0831483618757876
2014,8,adult,0.203244384989748
2015,8,adult,0.183641474592327
2016,8,adult,0.144349244241684
2017,8,adult,0.147649223564006
2018,8,adult,0.118104433501163
2019,8,adult,0.193304854489518
2020,8,adult,0.159211567447991
2021,8,adult,0.073669718074599
2022,8,adult,0.0650137805078845
2023,8,adult,0.181028016305097
2024,8,adult,0.109770819816511
1972,all,adult,0.015265873541541
1973,all,adult,0.0208135208834591
1974,all,adult,0.0181944323051799
1975,all,adult,0.0199433733579675
1976,all,adult,0.019573049130515
1977,all,adult,0.0342200558998344
1978,all,adult,0.0338991615225064
1979,all,adult,0.0270517552426299
1980,all,adult,0.0413066337449889
1981,all,adult,0.0418720881459449
1982,all,adult,0.0415060642938996
1983,all,adult,0.0486169252668304
1984,all,adult,0.0486536454981834
1985,all,adult,0.05558117904526
1986,all,adult,0.0537603724060203
1987,all,adult,0.0659615518596069
1988,all,adult,0.0495323363662498
1989,all,adult,0.0895664902255745
1990,all,adult,0.117399303105281
1991,all,adult,0.153091541391439
1992,all,adult,0.132454545792546
1993,all,adult,0.0985311031012253
1994,all,adult,0.102526462259603
1995,all,adult,0.133820035819922
1996,all,adult,0.124571218961082
1997,all,adult,0.112571875645911
1998,all,adult,0.122840564335929
1999,all,adult,0.112110525213416
2000,all,adult,0.129419188987155
2001,all,adult,0.132021354716711
2002,all,adult,0.121741630735994
2003,all,adult,0.127544616207137
2004,all,adult,0.124787603072191
2005,all,adult,0.137019152603883
2006,all,adult,0.133732988660751
2007,all,adult,0.135827585259267
2008,all,adult,0.175269180895059
2009,all,adult,0.199336055312938
2010,all,adult,0.160331116714283
2011,all,adult,0.153499584427365
2012,all,adult,0.194305867972248
2013,all,adult,0.165554722381811
2014,all,adult,0.166041770047212
2015,all,adult,0.156114576325149
2016,all,adult,0.182333327629485
2017,all,adult,0.195995003076511
2018,all,adult,0.172755530208216
2019,all,adult,0.190659687659338
2020,all,adult,0.236164896141685
2021,all,adult,0.191429970528474
2022,all,adult,0.193732741511554
2023,all,adult,0.157633063907706
2024,all,adult,0.21685009910522
1972,1,juvenile,0.181649908737665
1973,1,juvenile,0.329787752375409
1974,1,juvenile,0.472856643421567
1975,1,juvenile,0.310836372724446
1976,1,juvenile,0.519548839353976
1977,1,juvenile,0.498613095918475
1978,1,juvenile,0.740342648802377
1979,1,juvenile,0.612205142992758
1980,1,juvenile,0.657988261393488
1981,1,juvenile,0.602338632406973
1982,1,juvenile,0.505241780898626
1983,1,juvenile,0.369195141302874
1984,1,juvenile,0.709914410196588
1985,1,juvenile,1.02364334757062
1986,1,juvenile,0.634190496402873
1987,1,juvenile,0.409613960823769
1988,1,juvenile,0.470846764141773
1989,1,juvenile,0.454200537545304
1990,1,juvenile,0.461497016036955
1991,1,juvenile,0.65264716636944
1992,1,juvenile,0.568072626602195
1993,1,juvenile,0.761290712506061
1994,1,juvenile,0.402509621984159
1995,1,juvenile,0.564525913751934
1996,1,juvenile,0.870690438599825
1997,1,juvenile,0.883025544414947
1998,1,juvenile,0.778964176963536
1999,1,juvenile,0.882913229285536
2000,1,juvenile,1.22299329201542
2001,1,juvenile,0.921831220670206
2002,1,juvenile,0.632813379224356
2003,1,juvenile,1.089456502081
2004,1,juvenile,1.27970571452334
2005,1,juvenile,0.663234787302153
2006,1,juvenile,0.608527145437303
2007,1,juvenile,1.23106710697923
2008,1,juvenile,0.602293844245363
2009,1,juvenile,1.28027128540744
2010,1,juvenile,0.791242241258293
2011,1,juvenile,0.815082570419781
2012,1,juvenile,1.27258325786763
2013,1,juvenile,1.0309335239822
2014,1,juvenile,0.704934780473544
2015,1,juvenile,0.621802566472891
2016,1,juvenile,0.504820367524352
2017,1,juvenile,0.909582169995314
2018,1,juvenile,0.627047255459693
2019,1,juvenile,0.630869195828197
2020,1,juvenile,0.644690551888638
2021,1,juvenile,1.27222650547034
2022,1,juvenile,1.38233170627508
2023,1,juvenile,0.295969664825407
2024,1,juvenile,0.263381036004009
1972,2,juvenile,0.204301804787712
1973,2,juvenile,0.270774414784833
1974,2,juvenile,0.146436052835004
1975,2,juvenile,0.168011447324106
1976,2,juvenile,0.153873359254697
1977,2,juvenile,0.15844740832092
1978,2,juvenile,0.187290963111356
1979,2,juvenile,0.249163035607719
1980,2,juvenile,0.486230458538115
1981,2,juvenile,0.207546498718635
1982,2,juvenile,0.314221700716853
1983,2,juvenile,0.278981031427843
1984,2,juvenile,0.478523281522724
1985,2,juvenile,0.165873411112376
1986,2,juvenile,0.31923140606724
1987,2,juvenile,0.30527922881326
1988,2,juvenile,0.34387923848864
1989,2,juvenile,0.370606642871065
1990,2,juvenile,0.208184648946124
1991,2,juvenile,0.464805265120797
1992,2,juvenile,0.328918039825929
1993,2,juvenile,0.740408772715153
1994,2,juvenile,0.561544600811143
1995,2,juvenile,0.510455266579521
1996,2,juvenile,0.185272877830526
1997,2,juvenile,0.812798342043785
1998,2,juvenile,1.09723428068179
1999,2,juvenile,0.543431217889562
2000,2,juvenile,0.951218179612278
2001,2,juvenile,0.727125268837279
2002,2,juvenile,0.538780883475026
2003,2,juvenile,0.818442507054486
2004,2,juvenile,0.585633905921656
2005,2,juvenile,1.21077962123377
2006,2,juvenile,0.86640884769498
2007,2,juvenile,0.768238229433346
2008,2,juvenile,1.08855654520348
2009,2,juvenile,0.582888847665388
2010,2,juvenile,0.91363740104419
2011,2,juvenile,0.469656292172402
2012,2,juvenile,0.436679820873434
2013,2,juvenile,0.46405228290754
2014,2,juvenile,0.471244443119693
2015,2,juvenile,0.769730685463733
2016,2,juvenile,0.596279685010504
2017,2,juvenile,0.456066863674015
2018,2,juvenile,0.355249051633398
2019,2,juvenile,0.383113023580487
2020,2,juvenile,0.457958312674842
2021,2,juvenile,0.708893102716969
2022,2,juvenile,0.28408868403047
2023,2,juvenile,0.373758131735427
2024,2,juvenile,0.757572286271474
1972,3,juvenile,0.0787952111171337
1973,3,juvenile,0.0640944158423355
1974,3,juvenile,0.0659591123069021
1975,3,juvenile,0.0696446545500576
1976,3,juvenile,0.0776622836358649
1977,3,juvenile,0.0996930458653185
1978,3,juvenile,0.0742305077917868
1979,3,juvenile,0.0975195268674428
1980,3,juvenile,0.100304267723032
1981,3,juvenile,0.1423620640547
1982,3,juvenile,0.133857177869301
1983,3,juvenile,0.111348647107446
1984,3,juvenile,0.0901519525948872
1985,3,juvenile,0.0958703884074547
1986,3,juvenile,0.140055131070446
1987,3,juvenile,0.110021713352974
1988,3,juvenile,0.124194329629928
1989,3,juvenile,0.0806776131161558
1990,3,juvenile,0.132869318073151
1991,3,juvenile,0.0904363296668144
1992,3,juvenile,0.104702039677142
1993,3,juvenile,0.133131560645714
1994,3,juvenile,0.0852495334444361
1995,3,juvenile,0.117722199567152
1996,3,juvenile,0.237186933647011
1997,3,juvenile,0.0782893112863645
1998,3,juvenile,0.0652337349474445
1999,3,juvenile,0.0530394893301443
2000,3,juvenile,0.0621848543152193
2001,3,juvenile,0.0587107501142219
2002,3,juvenile,0.0980233381480247
2003,3,juvenile,0.131401969747727
2004,3,juvenile,0.107324940997554
2005,3,juvenile,0.0863836515645074
2006,3,juvenile,0.0937620388042931
2007,3,juvenile,0.0642269478022483
2008,3,juvenile,0.0979594015679893
2009,3,juvenile,0.120329644662179
2010,3,juvenile,0.0958826193082768
2011,3,juvenile,0.108207010270356
2012,3,juvenile,0.0896560080238622
2013,3,juvenile,0.0996853572845788
2014,3,juvenile,0.103509710814902
2015,3,juvenile,0.17724287304772
2016,3,juvenile,0.146885340863901
2017,3,juvenile,0.115632779765291
2018,3,juvenile,0.114037210797787
2019,3,juvenile,0.125510024856849
2020,3,juvenile,0.0260826586383341
2021,3,juvenile,0.0300584093643452
2022,3,juvenile,0.0629447634054489
2023,3,juvenile,0.0464993793676896
2024,3,juvenile,0.0761429428754723
1972,4,juvenile,0.00319383347133394
1973,4,juvenile,0.00871790211957988
1974,4,juvenile,0.00214575816173445
1975,4,juvenile,0.0218156691341304
1976,4,juvenile,0.00786188948139348
1977,4,juvenile,0.0282772850933192
1978,4,juvenile,0.00951862185751632
1979,4,juvenile,0.0165520509023862
1980,4,juvenile,0.00760853632910269
1981,4,juvenile,0.0173038681410383
1982,4,juvenile,0.0163175085674131
1983,4,juvenile,0.0217349376095416
1984,4,juvenile,0.0147301843784959
1985,4,juvenile,0.0350728257712908
1986,4,juvenile,0.00997158613070954
1987,4,juvenile,0.0505181798735262
1988,4,juvenile,0.0110889032249474
1989,4,juvenile,0.00767005500599828
1990,4,juvenile,0.020109112398255
1991,4,juvenile,0.00405723816108953
1992,4,juvenile,0.0165410060526474
1993,4,juvenile,0.0105127382560281
1994,4,juvenile,0.0169126550092832
1995,4,juvenile,0.0061077217716846
1996,4,juvenile,0.0256023692583537
1997,4,juvenile,0.00716037133074798
1998,4,juvenile,0.0293596804217997
1999,4,juvenile,0.0106764998985499
2000,4,juvenile,0.0202299880454631
2001,4,juvenile,0.0390387924071513
2002,4,juvenile,0.0321596375892873
2003,4,juvenile,0.0148477815224728
2004,4,juvenile,0.0426271151153981
2005,4,juvenile,0.0109477599862893
2006,4,juvenile,0.0159146866831671
2007,4,juvenile,0.0437416619149439
2008,4,juvenile,0.00746306341019823
2009,4,juvenile,0.00918385456876043
2010,4,juvenile,0.0093537965223195
2011,4,juvenile,0.00924931950420318
2012,4,juvenile,0.0186765292140168
2013,4,juvenile,0.00383423379017766
2014,4,juvenile,0.014186279216805
2015,4,juvenile,0.0220694728897066
2016,4,juvenile,0.0292802981698449
2017,4,juvenile,0.0425231399113912
2018,4,juvenile,0.0431196431997234
2019,4,juvenile,0.0201438861125783
2020,4,juvenile,0.034895810330229
2021,4,juvenile,0.0089431605758736
2022,4,juvenile,0.0259570084706925
2023,4,juvenile,0.0247756171917555
2024,4,juvenile,0.00441636665687509
1972,5,juvenile,0.0655997540219482
1973,5,juvenile,0.0920639719171371
1974,5,juvenile,0.0417260048333514
1975,5,juvenile,0.0463467435255893
1976,5,juvenile,0.0786852944108151
1977,5,juvenile,0.212419797746194
1978,5,juvenile,0.207022733067386
1979,5,juvenile,0.0886157034676051
1980,5,juvenile,0.167585708679442
1981,5,juvenile,0.109609376032894
1982,5,juvenile,0.113023812406437
1983,5,juvenile,0.127768763763085
1984,5,juvenile,0.103695000886786
1985,5,juvenile,0.19901059089121
1986,5,juvenile,0.216990997389157
1987,5,juvenile,0.544023248937016
1988,5,juvenile,0.258611639467413
1989,5,juvenile,0.645460402630594
1990,5,juvenile,0.74242473672966
1991,5,juvenile,1.13846603348864
1992,5,juvenile,0.464796596419887
1993,5,juvenile,0.316011869400448
1994,5,juvenile,0.365884118298136
1995,5,juvenile,1.23111036288261
1996,5,juvenile,0.764368988173348
1997,5,juvenile,0.432721270031098
1998,5,juvenile,0.636346019288084
1999,5,juvenile,0.511163372053671
2000,5,juvenile,0.53313835362331
2001,5,juvenile,0.310188410110732
2002,5,juvenile,0.138546691757151
2003,5,juvenile,0.444926563046024
2004,5,juvenile,0.307000186795941
2005,5,juvenile,0.33681270008979
2006,5,juvenile,0.419482579158764
2007,5,juvenile,0.538864917460569
2008,5,juvenile,0.669915715027061
2009,5,juvenile,0.522933738309929
2010,5,juvenile,0.573475273634405
2011,5,juvenile,0.557918631828882
2012,5,juvenile,0.65336492387293
2013,5,juvenile,0.599847158883908
2014,5,juvenile,0.665355396713866
2015,5,juvenile,0.919957463629063
2016,5,juvenile,1.21847231410049
2017,5,juvenile,1.33720381030491
2018,5,juvenile,1.3826161631523
2019,5,juvenile,2.05456526080453
2020,5,juvenile,1.47577551897077
2021,5,juvenile,1.94589205392709
2022,5,juvenile,1.73281049589662
2023,5,juvenile,1.17246496716105
2024,5,juvenile,1.07975417110826
1972,6,juvenile,0.035241135488226
1973,6,juvenile,0.0448576253998341
1974,6,juvenile,0.087649177412233
1975,6,juvenile,0.0709022514761601
1976,6,juvenile,0.0301903906494278
1977,6,juvenile,0.0483697764056633
1978,6,juvenile,0.0747692599429617
1979,6,juvenile,0.0925320275249011
1980,6,juvenile,0.165664297791484
1981,6,juvenile,0.15969570691155
1982,6,juvenile,0.0942198802750643
1983,6,juvenile,0.17585460084758
1984,6,juvenile,0.12901791586636
1985,6,juvenile,0.259490488208796
1986,6,juvenile,0.134616452589566
1987,6,juvenile,0.0976461094231704
1988,6,juvenile,0.0246807774198632
1989,6,juvenile,0.283525862815267
1990,6,juvenile,0.297522517587313
1991,6,juvenile,0.619899870792061
1992,6,juvenile,0.291286656840764
1993,6,juvenile,0.0515485141558394
1994,6,juvenile,0.0802292095021712
1995,6,juvenile,0.281546740976841
1996,6,juvenile,0.311003082772416
1997,6,juvenile,0.279489478476927
1998,6,juvenile,0.2372966769994
1999,6,juvenile,0.188622070155402
2000,6,juvenile,0.124497600454896
2001,6,juvenile,0.18374262467556
2002,6,juvenile,0.189985964382324
2003,6,juvenile,0.55028673807518
2004,6,juvenile,0.367498968335434
2005,6,juvenile,0.285638705531423
2006,6,juvenile,0.467929620711161
2007,6,juvenile,0.313963996420937
2008,6,juvenile,0.502695137129056
2009,6,juvenile,0.653482509844813
2010,6,juvenile,0.729323136080952
2011,6,juvenile,1.03546410498335
2012,6,juvenile,1.10568588097241
2013,6,juvenile,0.833448922992146
2014,6,juvenile,0.306386390103853
2015,6,juvenile,0.150973764770445
2016,6,juvenile,0.424904203102415
2017,6,juvenile,0.468072006526409
2018,6,juvenile,0.299664794560552
2019,6,juvenile,0.363574758558069
2020,6,juvenile,1.01385807670256
2021,6,juvenile,0.627451674593736
2022,6,juvenile,1.54364709937643
2023,6,juvenile,0.737975222921924
2024,6,juvenile,1.62710923624506
1972,7,juvenile,0.0177655441813585
1973,7,juvenile,0.0341457512190102
1974,7,juvenile,0.0312540422760479
1975,7,juvenile,0.0266740005697389
1976,7,juvenile,0.0299038883751082
1977,7,juvenile,0.0391183257085711
1978,7,juvenile,0.0416904566979308
1979,7,juvenile,0.0286158212959478
1980,7,juvenile,0.0394959802172976
1981,7,juvenile,0.0676387689177252
1982,7,juvenile,0.0906991427131049
1983,7,juvenile,0.116922309356795
1984,7,juvenile,0.144224167944976
1985,7,juvenile,0.112363206122847
1986,7,juvenile,0.135484875688297
1987,7,juvenile,0.148558779981469
1988,7,juvenile,0.178568207869898
