year,season,fishery,area,t
1976,2,39,8,0.0039806
1977,2,39,8,0.00353397
1978,2,39,8,0.00390005
1979,2,39,8,0.00336697
1980,2,39,8,0.00384323
1981,2,39,8,0.00284698
1982,2,39,8,0.00268074
1983,2,39,8,0.00295255
1984,2,39,8,0.00337953
1985,2,39,8,0.00257553
1986,2,39,8,0.00340611
1987,2,39,8,0.00332
1988,2,39,8,0.00303347
1989,2,39,8,0.00217294
1990,2,39,8,0.00160253
1991,2,39,8,0.00323702
1992,2,39,8,0.0012408
1993,2,39,8,0.00074167
1994,2,39,8,0.00158224
1995,2,39,8,0.00198787
1996,2,39,8,0.00195535
1997,2,39,8,0.00175495
1998,2,39,8,0
1999,2,39,8,0
2000,2,39,8,0
2001,2,39,8,0
2002,2,39,8,0
2003,2,39,8,0
2004,2,39,8,0
2005,2,39,8,0
2006,2,39,8,0
2007,2,39,8,0
2008,2,39,8,0
2009,2,39,8,0
2010,2,39,8,0
2011,2,39,8,0
2012,2,39,8,0
2013,2,39,8,0
2014,2,39,8,0
2015,2,39,8,0
2016,2,39,8,0
2017,2,39,8,0
2018,2,39,8,0
2019,2,39,8,0
2020,2,39,8,0
2021,2,39,8,0
2022,2,39,8,0
2023,2,39,8,0
2024,2,39,8,0
1972,2,40,6,0
1973,2,40,6,0
1974,2,40,6,0
1975,2,40,6,0
1976,2,40,6,0
1977,2,40,6,0
1978,2,40,6,0
1979,2,40,6,0
1980,2,40,6,0
1981,2,40,6,0
1982,2,40,6,0
1983,2,40,6,0
1984,2,40,6,0
1985,2,40,6,0
1986,2,40,6,0
1987,2,40,6,0
1988,2,40,6,0
1989,2,40,6,0
1990,2,40,6,0
1991,2,40,6,0
1992,2,40,6,0
1993,2,40,6,0
1994,2,40,6,0
1995,2,40,6,0
1996,2,40,6,0
1997,2,40,6,0
1998,2,40,6,0
1999,2,40,6,0
2000,2,40,6,0
2001,2,40,6,0
2002,2,40,6,0
2003,2,40,6,0
2004,2,40,6,0
2005,2,40,6,0
2006,2,40,6,0
2007,2,40,6,0
2008,2,40,6,0
2009,2,40,6,0
2010,2,40,6,5.24641e-05
2011,2,40,6,4.91135e-05
2012,2,40,6,2.92625e-05
2013,2,40,6,3.36277e-05
2014,2,40,6,6.79846e-05
2015,2,40,6,5.76594e-05
2016,2,40,6,5.31978e-05
2017,2,40,6,4.36139e-05
2018,2,40,6,7.00496e-05
2019,2,40,6,6.42443e-05
2020,2,40,6,2.85662e-05
2021,2,40,6,4.33543e-05
2022,2,40,6,3.89785e-05
2023,2,40,6,3.58033e-05
2024,2,40,6,4.24507e-05
1972,2,41,7,0
1973,2,41,7,0
1974,2,41,7,0
1975,2,41,7,0
1976,2,41,7,0
1977,2,41,7,0
1978,2,41,7,0
1979,2,41,7,0
1980,2,41,7,0
1981,2,41,7,0
1982,2,41,7,0
1983,2,41,7,0
1984,2,41,7,0
1985,2,41,7,0
1986,2,41,7,0
1987,2,41,7,0
1988,2,41,7,0
1989,2,41,7,0
1990,2,41,7,0
1991,2,41,7,0
1992,2,41,7,0
1993,2,41,7,0
1994,2,41,7,0
1995,2,41,7,0
1996,2,41,7,0
1997,2,41,7,0
1998,2,41,7,0
1999,2,41,7,0
2000,2,41,7,0
2001,2,41,7,0
2002,2,41,7,0
2003,2,41,7,0
2004,2,41,7,0
2005,2,41,7,0
2006,2,41,7,0
2007,2,41,7,0
2008,2,41,7,0
2009,2,41,7,0
2010,2,41,7,0.000534762
2011,2,41,7,0.000535066
2012,2,41,7,0.000300567
2013,2,41,7,0.000359577
2014,2,41,7,0.000689313
2015,2,41,7,0.000635456
2016,2,41,7,0.000529875
2017,2,41,7,0.000437112
2018,2,41,7,0.000660414
2019,2,41,7,0.000756151
2020,2,41,7,0.000332758
2021,2,41,7,0.000475562
2022,2,41,7,0.000525195
2023,2,41,7,0.000640746
2024,2,41,7,0.00061986
1972,2,42,8,0
1973,2,42,8,0
1974,2,42,8,0
1975,2,42,8,0
1976,2,42,8,0
1977,2,42,8,0
1978,2,42,8,0
1979,2,42,8,0
1980,2,42,8,0
1981,2,42,8,0
1982,2,42,8,0
1983,2,42,8,0
1984,2,42,8,0
1985,2,42,8,0
1986,2,42,8,0
1987,2,42,8,0
1988,2,42,8,0
1989,2,42,8,0
1990,2,42,8,0
1991,2,42,8,0
1992,2,42,8,0
1993,2,42,8,0
1994,2,42,8,0
1995,2,42,8,0
1996,2,42,8,0
1997,2,42,8,0
1998,2,42,8,0
1999,2,42,8,0
2000,2,42,8,0
2001,2,42,8,0
2002,2,42,8,0
2003,2,42,8,0
2004,2,42,8,0
2005,2,42,8,0
2006,2,42,8,0
2007,2,42,8,0
2008,2,42,8,0
2009,2,42,8,0
2010,2,42,8,0.000430214
2011,2,42,8,0.000572141
2012,2,42,8,0.000334606
2013,2,42,8,0.0005428
2014,2,42,8,0.000532756
2015,2,42,8,0.000606495
2016,2,42,8,0.000601834
2017,2,42,8,0.000481655
2018,2,42,8,0.000488797
2019,2,42,8,0.000582252
2020,2,42,8,0.000612787
2021,2,42,8,0.000792497
2022,2,42,8,0.000621542
2023,2,42,8,0.00057574
2024,2,42,8,0.000472367
1972,3,1,1,5419.77
1973,3,1,1,5833.38
1974,3,1,1,4335.69
1975,3,1,1,4050.75
1976,3,1,1,7735.12
1977,3,1,1,2746.71
1978,3,1,1,6659.03
1979,3,1,1,4287.33
1980,3,1,1,3454.25
1981,3,1,1,3283.77
1982,3,1,1,5509.48
1983,3,1,1,3738.75
1984,3,1,1,3727.94
1985,3,1,1,3027.55
1986,3,1,1,5128.92
1987,3,1,1,5056.97
1988,3,1,1,4030.52
1989,3,1,1,5066.01
1990,3,1,1,7910.38
1991,3,1,1,3543.5
1992,3,1,1,4298.31
1993,3,1,1,6169.16
1994,3,1,1,4515.57
1995,3,1,1,6252.15
1996,3,1,1,5700.82
1997,3,1,1,5850.72
1998,3,1,1,5550.7
1999,3,1,1,3153.78
2000,3,1,1,9004.26
2001,3,1,1,3708.91
2002,3,1,1,4382.18
2003,3,1,1,4866.22
2004,3,1,1,5444.51
2005,3,1,1,3153.97
2006,3,1,1,2394.63
2007,3,1,1,3926.72
2008,3,1,1,3319.25
2009,3,1,1,3750.24
2010,3,1,1,3079.09
2011,3,1,1,3816.8
2012,3,1,1,2763.99
2013,3,1,1,4144.09
2014,3,1,1,2778.85
2015,3,1,1,1666
2016,3,1,1,2288.76
2017,3,1,1,2583.57
2018,3,1,1,2089.18
2019,3,1,1,2443.38
2020,3,1,1,2290.79
2021,3,1,1,3415.31
2022,3,1,1,2893.31
2023,3,1,1,1755.4
2024,3,1,1,1755.4
1972,3,2,1,900.788
1973,3,2,1,1049.24
1974,3,2,1,781.4
1975,3,2,1,473.917
1976,3,2,1,1334.19
1977,3,2,1,241.836
1978,3,2,1,469.2
1979,3,2,1,455.343
1980,3,2,1,747.74
1981,3,2,1,445.446
1982,3,2,1,231.908
1983,3,2,1,723.867
1984,3,2,1,1581.06
1985,3,2,1,1294.9
1986,3,2,1,1937.2
1987,3,2,1,1422.2
1988,3,2,1,2247.48
1989,3,2,1,1377.09
1990,3,2,1,1523.83
1991,3,2,1,1950.46
1992,3,2,1,975.706
1993,3,2,1,1323.04
1994,3,2,1,1294.08
1995,3,2,1,2195.31
1996,3,2,1,1426.25
1997,3,2,1,1440.24
1998,3,2,1,1603.29
1999,3,2,1,347.488
2000,3,2,1,1227.49
2001,3,2,1,1229.07
2002,3,2,1,735.833
2003,3,2,1,603.433
2004,3,2,1,208.769
2005,3,2,1,83.258
2006,3,2,1,169.318
2007,3,2,1,529.156
2008,3,2,1,992.497
2009,3,2,1,428.727
2010,3,2,1,825.856
2011,3,2,1,135.576
2012,3,2,1,1158.03
2013,3,2,1,393.233
2014,3,2,1,42.641
2015,3,2,1,4.827
2016,3,2,1,283.751
2017,3,2,1,153.623
2018,3,2,1,164.232
2019,3,2,1,60.015
2020,3,2,1,157.632
2021,3,2,1,182.036
2022,3,2,1,569.036
2023,3,2,1,109.604
2024,3,2,1,127.936
1972,3,3,1,0
1973,3,3,1,0
1974,3,3,1,0
1975,3,3,1,0
1976,3,3,1,0
1977,3,3,1,0
1978,3,3,1,0
1979,3,3,1,0
1980,3,3,1,0
1981,3,3,1,0
1982,3,3,1,0
1983,3,3,1,0
1984,3,3,1,0
1985,3,3,1,0
1986,3,3,1,0
1987,3,3,1,0
1988,3,3,1,0
1989,3,3,1,0
1990,3,3,1,0
1991,3,3,1,0
1992,3,3,1,0
1993,3,3,1,0
1994,3,3,1,0
1995,3,3,1,0
1996,3,3,1,0
1997,3,3,1,0
1998,3,3,1,0
1999,3,3,1,0
2000,3,3,1,3.7521
2001,3,3,1,0
2002,3,3,1,0
2003,3,3,1,0
2004,3,3,1,0
2005,3,3,1,0
2006,3,3,1,0
2007,3,3,1,0
2008,3,3,1,0
2009,3,3,1,0
2010,3,3,1,0
2011,3,3,1,0
2012,3,3,1,0
2013,3,3,1,0
2014,3,3,1,0
2015,3,3,1,0
2016,3,3,1,0
2017,3,3,1,0
2018,3,3,1,0
2019,3,3,1,0
2020,3,3,1,0
2021,3,3,1,0
2022,3,3,1,0
2023,3,3,1,0
2024,3,3,1,0
1972,3,4,2,26133.9
1973,3,4,2,34398
1974,3,4,2,20647.7
1975,3,4,2,20128.4
1976,3,4,2,31671.7
1977,3,4,2,18438.1
1978,3,4,2,23154.3
1979,3,4,2,41520.4
1980,3,4,2,37583.3
1981,3,4,2,18302.8
1982,3,4,2,32464.2
1983,3,4,2,38325.2
1984,3,4,2,74910.7
1985,3,4,2,12160.4
1986,3,4,2,47909.7
1987,3,4,2,24670.8
1988,3,4,2,40667.8
1989,3,4,2,32800.8
1990,3,4,2,26230.5
1991,3,4,2,44430.4
1992,3,4,2,33348.5
1993,3,4,2,62795.8
1994,3,4,2,23127.8
1995,3,4,2,43214.2
1996,3,4,2,12492.3
1997,3,4,2,30320.1
1998,3,4,2,34139.9
1999,3,4,2,48188.8
2000,3,4,2,37632.3
2001,3,4,2,22260.6
2002,3,4,2,20487.5
2003,3,4,2,29199.2
2004,3,4,2,21848.9
2005,3,4,2,48554
2006,3,4,2,37078
2007,3,4,2,23563.1
2008,3,4,2,31278.5
2009,3,4,2,15672.5
2010,3,4,2,29303.8
2011,3,4,2,21278
2012,3,4,2,22072.5
2013,3,4,2,23517.8
2014,3,4,2,12377.4
2015,3,4,2,18660.5
2016,3,4,2,25776.1
2017,3,4,2,18606.8
2018,3,4,2,25448.7
2019,3,4,2,30188.5
2020,3,4,2,12354.8
2021,3,4,2,33773
2022,3,4,2,6033.4
2023,3,4,2,17284.6
2024,3,4,2,30717
1972,3,5,2,2758.9
1973,3,5,2,6795.4
1974,3,5,2,1139.6
1975,3,5,2,947.4
1976,3,5,2,1075.1
1977,3,5,2,2204.2
1978,3,5,2,28.4
1979,3,5,2,2917.9
1980,3,5,2,13316.8
1981,3,5,2,757.499
1982,3,5,2,2676
1983,3,5,2,4772.9
1984,3,5,2,8367.9
1985,3,5,2,1838
1986,3,5,2,8028.5
1987,3,5,2,15944.2
1988,3,5,2,32681
1989,3,5,2,9971.6
1990,3,5,2,5744.3
1991,3,5,2,14716.1
1992,3,5,2,7113.9
1993,3,5,2,20904.4
1994,3,5,2,20564.7
1995,3,5,2,22410.9
1996,3,5,2,9365.7
1997,3,5,2,43905
1998,3,5,2,65147.1
1999,3,5,2,17172.2
2000,3,5,2,16498.6
2001,3,5,2,33383.8
2002,3,5,2,32592.9
2003,3,5,2,43822.2
2004,3,5,2,24378.2
2005,3,5,2,51038.1
2006,3,5,2,47287.3
2007,3,5,2,38457
2008,3,5,2,29336.4
2009,3,5,2,9704.5
2010,3,5,2,29773.6
2011,3,5,2,12151.2
2012,3,5,2,15641.5
2013,3,5,2,15015.6
2014,3,5,2,19411.5
2015,3,5,2,22567.7
2016,3,5,2,4061.6
2017,3,5,2,10883.4
2018,3,5,2,3209.6
2019,3,5,2,7573
2020,3,5,2,8045.7
2021,3,5,2,14048.2
2022,3,5,2,853.3
2023,3,5,2,10658.1
2024,3,5,2,11306.3
1972,3,6,2,0
1973,3,6,2,0
1974,3,6,2,0
1975,3,6,2,0
1976,3,6,2,0
1977,3,6,2,0
1978,3,6,2,0
1979,3,6,2,0
1980,3,6,2,0
1981,3,6,2,0
1982,3,6,2,0
1983,3,6,2,0
1984,3,6,2,0
1985,3,6,2,0
1986,3,6,2,0
1987,3,6,2,0
1988,3,6,2,0
1989,3,6,2,0
1990,3,6,2,0
1991,3,6,2,0
1992,3,6,2,0
1993,3,6,2,0
1994,3,6,2,0
1995,3,6,2,0
1996,3,6,2,0
1997,3,6,2,0
1998,3,6,2,0
1999,3,6,2,0
2000,3,6,2,3.75117
2001,3,6,2,0
2002,3,6,2,0
2003,3,6,2,0
2004,3,6,2,0
2005,3,6,2,0
2006,3,6,2,0
2007,3,6,2,0
2008,3,6,2,0
2009,3,6,2,0
2010,3,6,2,0
2011,3,6,2,0
2012,3,6,2,0
2013,3,6,2,0
2014,3,6,2,0
2015,3,6,2,0
2016,3,6,2,0
2017,3,6,2,0
2018,3,6,2,0
2019,3,6,2,0
2020,3,6,2,0
2021,3,6,2,0
2022,3,6,2,0
2023,3,6,2,0
2024,3,6,2,0
1972,3,7,3,9674.5
1973,3,7,3,9817.6
1974,3,7,3,6891.15
1975,3,7,3,6662.85
1976,3,7,3,5252.33
1977,3,7,3,9616.45
1978,3,7,3,7521.03
1979,3,7,3,5976.23
1980,3,7,3,8135.03
1981,3,7,3,9899
1982,3,7,3,10817.1
1983,3,7,3,7918.95
1984,3,7,3,8538.5
1985,3,7,3,6334.45
1986,3,7,3,8290.25
1987,3,7,3,6177.88
1988,3,7,3,6128.43
1989,3,7,3,5353.1
1990,3,7,3,4126.25
1991,3,7,3,4631.78
1992,3,7,3,3459.23
1993,3,7,3,3709.48
1994,3,7,3,3310.2
1995,3,7,3,2572.05
1996,3,7,3,3976.58
1997,3,7,3,3586.28
1998,3,7,3,2548.65
1999,3,7,3,2622.7
2000,3,7,3,3107.73
2001,3,7,3,2475.5
2002,3,7,3,1949.35
2003,3,7,3,2755.1
2004,3,7,3,2928.08
2005,3,7,3,1739.43
2006,3,7,3,1807.05
2007,3,7,3,1699.13
2008,3,7,3,2020.18
2009,3,7,3,2197
2010,3,7,3,1656.48
2011,3,7,3,2177.48
2012,3,7,3,2078.6
2013,3,7,3,1843.1
2014,3,7,3,2602.83
2015,3,7,3,1851
2016,3,7,3,1675.23
2017,3,7,3,2116.75
2018,3,7,3,2366.78
2019,3,7,3,1652.25
2020,3,7,3,189.4
2021,3,7,3,49.5
2022,3,7,3,1206.5
2023,3,7,3,704.9
2024,3,7,3,73.7
1972,3,8,3,0
1973,3,8,3,0
1974,3,8,3,0
1975,3,8,3,16.1
1976,3,8,3,0
1977,3,8,3,108.1
1978,3,8,3,0
1979,3,8,3,0
1980,3,8,3,166.103
1981,3,8,3,108.2
1982,3,8,3,0
1983,3,8,3,124
1984,3,8,3,150.083
1985,3,8,3,104.289
1986,3,8,3,398.03
1987,3,8,3,305.096
1988,3,8,3,183.083
1989,3,8,3,326.351
1990,3,8,3,239.065
1991,3,8,3,636.918
1992,3,8,3,389.24
1993,3,8,3,497.2
1994,3,8,3,80.286
1995,3,8,3,1178.81
1996,3,8,3,5641.2
1997,3,8,3,22.3
1998,3,8,3,79.805
1999,3,8,3,1.301
2000,3,8,3,0
2001,3,8,3,14.8
2002,3,8,3,1.7
2003,3,8,3,426.035
2004,3,8,3,4657.16
2005,3,8,3,61.549
2006,3,8,3,41.9
2007,3,8,3,183.794
2008,3,8,3,122.899
2009,3,8,3,4.098
2010,3,8,3,10.8
2011,3,8,3,99.3
2012,3,8,3,1.802
2013,3,8,3,305.824
2014,3,8,3,0.2
2015,3,8,3,0.3
2016,3,8,3,201.638
2017,3,8,3,127.333
2018,3,8,3,171.721
2019,3,8,3,120.2
2020,3,8,3,104.023
2021,3,8,3,0.5
2022,3,8,3,23.626
2023,3,8,3,1.6
2024,3,8,3,20.08
1972,3,9,3,0
1973,3,9,3,0
1974,3,9,3,0
1975,3,9,3,0
1976,3,9,3,0
1977,3,9,3,0
1978,3,9,3,0
1979,3,9,3,0
1980,3,9,3,0
1981,3,9,3,0
1982,3,9,3,0
1983,3,9,3,0
1984,3,9,3,0
1985,3,9,3,0
1986,3,9,3,0
1987,3,9,3,0
1988,3,9,3,0
1989,3,9,3,0
1990,3,9,3,0
1991,3,9,3,0
1992,3,9,3,0
1993,3,9,3,0
1994,3,9,3,0
1995,3,9,3,0
1996,3,9,3,0
1997,3,9,3,0
1998,3,9,3,0
1999,3,9,3,0
2000,3,9,3,3.59331
2001,3,9,3,0
2002,3,9,3,0
2003,3,9,3,0
2004,3,9,3,0
2005,3,9,3,0
2006,3,9,3,0
2007,3,9,3,0
2008,3,9,3,0
2009,3,9,3,0
2010,3,9,3,0
2011,3,9,3,0
2012,3,9,3,0
2013,3,9,3,0
2014,3,9,3,0
2015,3,9,3,0
2016,3,9,3,0
2017,3,9,3,0
2018,3,9,3,0
2019,3,9,3,0
2020,3,9,3,0
2021,3,9,3,0
2022,3,9,3,0
2023,3,9,3,0
2024,3,9,3,0
1972,3,10,5,4153
1973,3,10,5,4665.5
1974,3,10,5,5205.5
1975,3,10,5,5594.51
1976,3,10,5,4959.75
1977,3,10,5,8669.51
1978,3,10,5,8786.5
1979,3,10,5,4239
1980,3,10,5,3646.76
1981,3,10,5,4927
1982,3,10,5,5026.75
1983,3,10,5,4074
1984,3,10,5,2971.5
1985,3,10,5,4439
1986,3,10,5,4910.75
1987,3,10,5,5687.75
1988,3,10,5,4314.25
1989,3,10,5,4986.25
1990,3,10,5,6494.25
1991,3,10,5,6261.75
1992,3,10,5,5033.5
1993,3,10,5,3457.26
1994,3,10,5,6092.75
1995,3,10,5,6370.26
1996,3,10,5,6377.26
1997,3,10,5,7513.51
1998,3,10,5,7820.76
1999,3,10,5,7043
2000,3,10,5,7365.51
2001,3,10,5,6885.75
2002,3,10,5,7013.5
2003,3,10,5,8798.76
2004,3,10,5,9133.5
2005,3,10,5,12263.3
2006,3,10,5,13513.5
2007,3,10,5,15597.7
2008,3,10,5,15670.5
2009,3,10,5,6313.5
2010,3,10,5,6874.5
2011,3,10,5,1952.75
2012,3,10,5,3529.25
2013,3,10,5,3494.5
2014,3,10,5,4122
2015,3,10,5,6862.5
2016,3,10,5,3559.5
2017,3,10,5,4664.5
2018,3,10,5,4671.5
2019,3,10,5,4116.5
2020,3,10,5,4119.25
2021,3,10,5,4971.5
2022,3,10,5,4710.01
2023,3,10,5,5402.25
2024,3,10,5,5402.25
1972,3,11,5,4900.01
1973,3,11,5,5575.01
1974,3,11,5,5903.25
1975,3,11,5,5829
1976,3,11,5,6334.5
1977,3,11,5,6594
1978,3,11,5,7355.51
1979,3,11,5,9077.51
1980,3,11,5,2795.25
1981,3,11,5,2884.75
1982,3,11,5,3079.25
1983,3,11,5,4069.25
1984,3,11,5,3435.25
1985,3,11,5,3544.5
1986,3,11,5,2678
1987,3,11,5,3122.75
1988,3,11,5,3648.75
1989,3,11,5,3667.5
1990,3,11,5,7603.75
1991,3,11,5,7776.5
1992,3,11,5,8940.5
1993,3,11,5,8190.5
1994,3,11,5,9084.75
1995,3,11,5,9681
1996,3,11,5,15024.8
1997,3,11,5,11179.5
1998,3,11,5,14760.3
1999,3,11,5,14008.2
2000,3,11,5,14904.8
2001,3,11,5,13715.3
2002,3,11,5,13182.5
2003,3,11,5,13447
2004,3,11,5,17704.8
2005,3,11,5,15420
2006,3,11,5,18509.5
2007,3,11,5,21702
2008,3,11,5,23470.2
2009,3,11,5,22302.5
2010,3,11,5,19960.5
2011,3,11,5,23861.5
2012,3,11,5,27433
2013,3,11,5,25688
2014,3,11,5,30558
2015,3,11,5,35556.2
2016,3,11,5,40118.2
2017,3,11,5,31127.8
2018,3,11,5,30008.8
2019,3,11,5,26064.8
2020,3,11,5,19839.5
2021,3,11,5,20475.3
2022,3,11,5,21208
2023,3,11,5,21426
2024,3,11,5,21426
1972,3,12,5,1800.48
1973,3,12,5,2015.73
1974,3,12,5,2243.96
1975,3,12,5,2387.72
1976,3,12,5,2379.52
1977,3,12,5,4694.99
1978,3,12,5,3431.98
1979,3,12,5,6391.69
1980,3,12,5,3904.97
1981,3,12,5,4479.45
1982,3,12,5,7002.55
1983,3,12,5,9374.01
1984,3,12,5,7721.25
1985,3,12,5,9868.52
1986,3,12,5,12960.8
1987,3,12,5,11750.8
1988,3,12,5,8950.49
1989,3,12,5,10216.3
1990,3,12,5,16234.7
1991,3,12,5,17462.3
1992,3,12,5,14262.5
1993,3,12,5,12219
1994,3,12,5,14229.8
1995,3,12,5,16876
1996,3,12,5,16832.3
1997,3,12,5,14794.8
1998,3,12,5,18649.5
1999,3,12,5,19841
2000,3,12,5,17744.8
2001,3,12,5,16827
2002,3,12,5,20791.7
2003,3,12,5,24800.8
2004,3,12,5,25100.5
2005,3,12,5,24137.3
2006,3,12,5,26612
2007,3,12,5,32308.5
2008,3,12,5,37573.5
2009,3,12,5,35660.2
2010,3,12,5,25197.8
2011,3,12,5,14956
2012,3,12,5,15579.2
2013,3,12,5,19736.7
2014,3,12,5,23508.9
2015,3,12,5,19590.8
2016,3,12,5,16319.3
2017,3,12,5,17770.6
2018,3,12,5,13672.9
2019,3,12,5,17980.7
2020,3,12,5,16749.9
2021,3,12,5,13313.1
2022,3,12,5,11728.5
2023,3,12,5,11946.1
2024,3,12,5,8068.5
1972,3,13,5,0
1973,3,13,5,0
1974,3,13,5,0
1975,3,13,5,0
1976,3,13,5,0
1977,3,13,5,0
1978,3,13,5,0
1979,3,13,5,0
1980,3,13,5,2136.78
1981,3,13,5,2403.18
1982,3,13,5,2612.52
1983,3,13,5,2922.78
1984,3,13,5,3182.99
1985,3,13,5,3488.53
1986,3,13,5,3606.97
1987,3,13,5,4098.22
1988,3,13,5,4872.06
1989,3,13,5,5276.79
1990,3,13,5,6052.53
1991,3,13,5,6190.51
1992,3,13,5,7117.25
1993,3,13,5,6519.95
1994,3,13,5,7231.97
1995,3,13,5,7706.66
1996,3,13,5,11960.5
1997,3,13,5,8899.2
1998,3,13,5,11750
1999,3,13,5,11151.5
2000,3,13,5,11865.2
2001,3,13,5,10918
2002,3,13,5,10493.7
2003,3,13,5,10704.2
2004,3,13,5,14094
2005,3,13,5,8808.21
2006,3,13,5,10535.3
2007,3,13,5,9433
2008,3,13,5,9331.45
2009,3,13,5,14215.5
2010,3,13,5,14774.4
2011,3,13,5,12784.7
2012,3,13,5,17264.5
2013,3,13,5,42349.4
2014,3,13,5,30215
2015,3,13,5,10564.1
2016,3,13,5,22614.5
2017,3,13,5,29458
2018,3,13,5,16916.2
2019,3,13,5,28173.3
2020,3,13,5,14305.7
2021,3,13,5,22632.3
2022,3,13,5,21907.8
2023,3,13,5,21556.4
2024,3,13,5,21556.4
1972,3,14,5,385
1973,3,14,5,180.8
1974,3,14,5,262.8
1975,3,14,5,227.3
1976,3,14,5,436.3
1977,3,14,5,79.6
1978,3,14,5,2
1979,3,14,5,87.2
1980,3,14,5,4955.58
1981,3,14,5,6121.53
1982,3,14,5,6412.98
1983,3,14,5,7161.24
1984,3,14,5,7561.75
1985,3,14,5,8343.76
1986,3,14,5,8568.72
1987,3,14,5,9806.41
1988,3,14,5,11507.2
1989,3,14,5,12536.3
1990,3,14,5,14379.5
1991,3,14,5,14712.8
1992,3,14,5,16907.7
1993,3,14,5,15491.9
1994,3,14,5,17186.7
1995,3,14,5,18308.2
1996,3,14,5,28413.7
1997,3,14,5,21141.8
1998,3,14,5,27913.5
1999,3,14,5,26491.5
2000,3,14,5,28187.1
2001,3,14,5,25937.3
2002,3,14,5,24930
2003,3,14,5,25430
2004,3,14,5,33481.8
2005,3,14,5,19072.6
2006,3,14,5,25282.8
2007,3,14,5,29644.6
2008,3,14,5,31177.5
2009,3,14,5,33478.3
2010,3,14,5,33674.2
2011,3,14,5,30878.7
2012,3,14,5,25214.2
2013,3,14,5,21449
2014,3,14,5,19937.2
2015,3,14,5,19709.5
2016,3,14,5,21381
2017,3,14,5,14953.7
2018,3,14,5,25935.2
2019,3,14,5,20227
2020,3,14,5,27021.5
2021,3,14,5,19600.5
2022,3,14,5,18915.5
2023,3,14,5,11322.8
2024,3,14,5,9954.28
1972,3,15,5,0
1973,3,15,5,0
1974,3,15,5,124.064
1975,3,15,5,80.187
1976,3,15,5,163.896
1977,3,15,5,125.238
1978,3,15,5,2963.14
1979,3,15,5,2163.29
1980,3,15,5,901.664
1981,3,15,5,715.262
1982,3,15,5,0.779
1983,3,15,5,243.718
1984,3,15,5,1912.94
1985,3,15,5,2827.93
1986,3,15,5,2122.08
1987,3,15,5,11902.8
1988,3,15,5,11147.9
1989,3,15,5,5432.55
1990,3,15,5,1275.02
1991,3,15,5,3670.88
1992,3,15,5,916.378
1993,3,15,5,543.768
1994,3,15,5,1371.68
1995,3,15,5,9949.74
1996,3,15,5,7300.07
1997,3,15,5,472.549
1998,3,15,5,8.76
1999,3,15,5,13.267
2000,3,15,5,43.501
2001,3,15,5,42.778
2002,3,15,5,390.615
2003,3,15,5,883.216
2004,3,15,5,3170.57
2005,3,15,5,433.884
2006,3,15,5,118.487
2007,3,15,5,26.699
2008,3,15,5,986.344
2009,3,15,5,0
2010,3,15,5,0
2011,3,15,5,0
2012,3,15,5,0
2013,3,15,5,0
2014,3,15,5,0
2015,3,15,5,0
2016,3,15,5,7.456
2017,3,15,5,280.251
2018,3,15,5,0
2019,3,15,5,37.228
2020,3,15,5,114.07
2021,3,15,5,12.934
2022,3,15,5,0
2023,3,15,5,0
2024,3,15,5,31.471
1972,3,16,5,0
1973,3,16,5,0
1974,3,16,5,0
1975,3,16,5,1.915
1976,3,16,5,59.265
1977,3,16,5,21.691
1978,3,16,5,175.117
1979,3,16,5,456.559
1980,3,16,5,118.985
1981,3,16,5,27.859
1982,3,16,5,0
1983,3,16,5,0
1984,3,16,5,2587.54
1985,3,16,5,397.382
1986,3,16,5,1.819
1987,3,16,5,826.138
1988,3,16,5,3001.41
1989,3,16,5,1337.49
1990,3,16,5,282.208
1991,3,16,5,1354.25
1992,3,16,5,122.828
1993,3,16,5,93.49
1994,3,16,5,341.308
1995,3,16,5,723.569
1996,3,16,5,7673.58
1997,3,16,5,815.411
1998,3,16,5,0
1999,3,16,5,0
2000,3,16,5,314.901
2001,3,16,5,0
2002,3,16,5,0
2003,3,16,5,1105.36
2004,3,16,5,1286.61
2005,3,16,5,46.402
2006,3,16,5,382.838
2007,3,16,5,0
2008,3,16,5,983.094
2009,3,16,5,0
2010,3,16,5,18.86
2011,3,16,5,0
2012,3,16,5,88.076
2013,3,16,5,36.515
2014,3,16,5,10.356
2015,3,16,5,0
2016,3,16,5,1778.04
2017,3,16,5,13657.3
2018,3,16,5,707.139
2019,3,16,5,3807.45
2020,3,16,5,156.619
2021,3,16,5,0
2022,3,16,5,3532.38
2023,3,16,5,44.165
2024,3,16,5,2070.16
1972,3,17,5,0
1973,3,17,5,0
1974,3,17,5,0
1975,3,17,5,0
1976,3,17,5,0
1977,3,17,5,0
1978,3,17,5,0
1979,3,17,5,0
1980,3,17,5,0
1981,3,17,5,0
1982,3,17,5,0
1983,3,17,5,0
1984,3,17,5,0
1985,3,17,5,0
1986,3,17,5,0
1987,3,17,5,0
1988,3,17,5,0
1989,3,17,5,0
1990,3,17,5,0
1991,3,17,5,0
1992,3,17,5,0
1993,3,17,5,0
1994,3,17,5,0
1995,3,17,5,0
1996,3,17,5,0
1997,3,17,5,0
1998,3,17,5,0
1999,3,17,5,0
2000,3,17,5,6307.81
2001,3,17,5,6638.97
2002,3,17,5,7067.46
2003,3,17,5,7025.34
2004,3,17,5,9475.07
