rel.group,area,year,season,program,length,lendist
2,5,1991,1,RTTP,102,0
2,5,1991,1,RTTP,104,0
2,5,1991,1,RTTP,106,0
2,5,1991,1,RTTP,108,0
3,5,1991,2,RTTP,2,0
3,5,1991,2,RTTP,4,0
3,5,1991,2,RTTP,6,0
3,5,1991,2,RTTP,8,0
3,5,1991,2,RTTP,10,0
3,5,1991,2,RTTP,12,0
3,5,1991,2,RTTP,14,0
3,5,1991,2,RTTP,16,0
3,5,1991,2,RTTP,18,0
3,5,1991,2,RTTP,20,0
3,5,1991,2,RTTP,22,0
3,5,1991,2,RTTP,24,2.85938670182213
3,5,1991,2,RTTP,26,6.29065074400868
3,5,1991,2,RTTP,28,9.72191478619523
3,5,1991,2,RTTP,30,36.0282724429588
3,5,1991,2,RTTP,32,340.838894857197
3,5,1991,2,RTTP,34,515.833361008711
3,5,1991,2,RTTP,36,385.445327405622
3,5,1991,2,RTTP,38,316.248169221527
3,5,1991,2,RTTP,40,289.941811564763
3,5,1991,2,RTTP,42,135.534929666369
3,5,1991,2,RTTP,44,124.669260199445
3,5,1991,2,RTTP,46,67.4815261630022
3,5,1991,2,RTTP,48,66.3377714822733
3,5,1991,2,RTTP,50,99.50665722341
3,5,1991,2,RTTP,52,113.803590732521
3,5,1991,2,RTTP,54,136.678684347098
3,5,1991,2,RTTP,56,90.3566197775792
3,5,1991,2,RTTP,58,53.1845926538915
3,5,1991,2,RTTP,60,16.5844428705683
3,5,1991,2,RTTP,62,5.71877340364425
3,5,1991,2,RTTP,64,1.14375468072885
3,5,1991,2,RTTP,66,0.571877340364425
3,5,1991,2,RTTP,68,1.71563202109328
3,5,1991,2,RTTP,70,0
3,5,1991,2,RTTP,72,0.571877340364425
3,5,1991,2,RTTP,74,0
3,5,1991,2,RTTP,76,0
3,5,1991,2,RTTP,78,0
3,5,1991,2,RTTP,80,0
3,5,1991,2,RTTP,82,0
3,5,1991,2,RTTP,84,0
3,5,1991,2,RTTP,86,0
3,5,1991,2,RTTP,88,0
3,5,1991,2,RTTP,90,0
3,5,1991,2,RTTP,92,0
3,5,1991,2,RTTP,94,0
3,5,1991,2,RTTP,96,0
3,5,1991,2,RTTP,98,0
3,5,1991,2,RTTP,100,0
3,5,1991,2,RTTP,102,0
3,5,1991,2,RTTP,104,0
3,5,1991,2,RTTP,106,0
3,5,1991,2,RTTP,108,0
4,5,1992,2,RTTP,2,0
4,5,1992,2,RTTP,4,0
4,5,1992,2,RTTP,6,0
4,5,1992,2,RTTP,8,0
4,5,1992,2,RTTP,10,0
4,5,1992,2,RTTP,12,0
4,5,1992,2,RTTP,14,0
4,5,1992,2,RTTP,16,0
4,5,1992,2,RTTP,18,0
4,5,1992,2,RTTP,20,0.826795277752677
4,5,1992,2,RTTP,22,38.8593780543758
4,5,1992,2,RTTP,24,16.5359055550535
4,5,1992,2,RTTP,26,3.30718111101071
4,5,1992,2,RTTP,28,16.5359055550535
4,5,1992,2,RTTP,30,8.26795277752677
4,5,1992,2,RTTP,32,0.826795277752677
4,5,1992,2,RTTP,34,0
4,5,1992,2,RTTP,36,0
4,5,1992,2,RTTP,38,0
4,5,1992,2,RTTP,40,0
4,5,1992,2,RTTP,42,0
4,5,1992,2,RTTP,44,0
4,5,1992,2,RTTP,46,0
4,5,1992,2,RTTP,48,0
4,5,1992,2,RTTP,50,0
4,5,1992,2,RTTP,52,0
4,5,1992,2,RTTP,54,0
4,5,1992,2,RTTP,56,0
4,5,1992,2,RTTP,58,0
4,5,1992,2,RTTP,60,0
4,5,1992,2,RTTP,62,0
4,5,1992,2,RTTP,64,0
4,5,1992,2,RTTP,66,0
4,5,1992,2,RTTP,68,0
4,5,1992,2,RTTP,70,0
4,5,1992,2,RTTP,72,0
4,5,1992,2,RTTP,74,0
4,5,1992,2,RTTP,76,0
4,5,1992,2,RTTP,78,0
4,5,1992,2,RTTP,80,0
4,5,1992,2,RTTP,82,0
4,5,1992,2,RTTP,84,0
4,5,1992,2,RTTP,86,0
4,5,1992,2,RTTP,88,0
4,5,1992,2,RTTP,90,0
4,5,1992,2,RTTP,92,0
4,5,1992,2,RTTP,94,0
4,5,1992,2,RTTP,96,0
4,5,1992,2,RTTP,98,0
4,5,1992,2,RTTP,100,0
4,5,1992,2,RTTP,102,0
4,5,1992,2,RTTP,104,0
4,5,1992,2,RTTP,106,0
4,5,1992,2,RTTP,108,0
5,5,1992,3,RTTP,2,0
5,5,1992,3,RTTP,4,0
5,5,1992,3,RTTP,6,0
5,5,1992,3,RTTP,8,0
5,5,1992,3,RTTP,10,0
5,5,1992,3,RTTP,12,0
5,5,1992,3,RTTP,14,0
5,5,1992,3,RTTP,16,0
5,5,1992,3,RTTP,18,0
5,5,1992,3,RTTP,20,0
5,5,1992,3,RTTP,22,20.2195269521592
5,5,1992,3,RTTP,24,112.185762444238
5,5,1992,3,RTTP,26,148.059116714198
5,5,1992,3,RTTP,28,234.155166962101
5,5,1992,3,RTTP,30,247.200023060268
5,5,1992,3,RTTP,32,343.079715381797
5,5,1992,3,RTTP,34,415.478666726625
5,5,1992,3,RTTP,36,517.228544292329
5,5,1992,3,RTTP,38,330.687102088538
5,5,1992,3,RTTP,40,256.983665133894
5,5,1992,3,RTTP,42,174.148828910532
5,5,1992,3,RTTP,44,134.362017811122
5,5,1992,3,RTTP,46,63.9197948810193
5,5,1992,3,RTTP,48,31.9598974405096
5,5,1992,3,RTTP,50,10.4358848785338
5,5,1992,3,RTTP,52,3.91345682945016
5,5,1992,3,RTTP,54,1.30448560981672
5,5,1992,3,RTTP,56,0
5,5,1992,3,RTTP,58,0.65224280490836
5,5,1992,3,RTTP,60,0.65224280490836
5,5,1992,3,RTTP,62,0
5,5,1992,3,RTTP,64,0
5,5,1992,3,RTTP,66,0
5,5,1992,3,RTTP,68,0
5,5,1992,3,RTTP,70,0
5,5,1992,3,RTTP,72,0
5,5,1992,3,RTTP,74,0
5,5,1992,3,RTTP,76,0
5,5,1992,3,RTTP,78,0
5,5,1992,3,RTTP,80,0
5,5,1992,3,RTTP,82,0
5,5,1992,3,RTTP,84,0
5,5,1992,3,RTTP,86,0
5,5,1992,3,RTTP,88,0
5,5,1992,3,RTTP,90,0
5,5,1992,3,RTTP,92,0
5,5,1992,3,RTTP,94,0
5,5,1992,3,RTTP,96,0
5,5,1992,3,RTTP,98,0
5,5,1992,3,RTTP,100,0
5,5,1992,3,RTTP,102,0
5,5,1992,3,RTTP,104,0
5,5,1992,3,RTTP,106,0
5,5,1992,3,RTTP,108,0
6,5,1992,4,RTTP,2,0
6,5,1992,4,RTTP,4,0
6,5,1992,4,RTTP,6,0
6,5,1992,4,RTTP,8,0
6,5,1992,4,RTTP,10,0
6,5,1992,4,RTTP,12,0
6,5,1992,4,RTTP,14,0
6,5,1992,4,RTTP,16,0
6,5,1992,4,RTTP,18,0
6,5,1992,4,RTTP,20,1.35828706871894
6,5,1992,4,RTTP,22,4.7540047405163
6,5,1992,4,RTTP,24,51.6149086113198
6,5,1992,4,RTTP,26,57.0480568861956
6,5,1992,4,RTTP,28,67.2352099015876
6,5,1992,4,RTTP,30,88.9678030010907
6,5,1992,4,RTTP,32,126.999840925221
6,5,1992,4,RTTP,34,129.037271528299
6,5,1992,4,RTTP,36,126.320697390862
6,5,1992,4,RTTP,38,80.818080588777
6,5,1992,4,RTTP,40,38.0320379241304
6,5,1992,4,RTTP,42,27.1657413743788
6,5,1992,4,RTTP,44,9.50800948103259
6,5,1992,4,RTTP,46,2.71657413743788
6,5,1992,4,RTTP,48,10.1871530153921
6,5,1992,4,RTTP,50,2.03743060307841
6,5,1992,4,RTTP,52,0.679143534359471
6,5,1992,4,RTTP,54,0
6,5,1992,4,RTTP,56,0
6,5,1992,4,RTTP,58,0.679143534359471
6,5,1992,4,RTTP,60,0
6,5,1992,4,RTTP,62,0
6,5,1992,4,RTTP,64,0
6,5,1992,4,RTTP,66,0
6,5,1992,4,RTTP,68,0
6,5,1992,4,RTTP,70,0
6,5,1992,4,RTTP,72,0
6,5,1992,4,RTTP,74,0
6,5,1992,4,RTTP,76,0
6,5,1992,4,RTTP,78,0
6,5,1992,4,RTTP,80,0
6,5,1992,4,RTTP,82,0
6,5,1992,4,RTTP,84,0
6,5,1992,4,RTTP,86,0
6,5,1992,4,RTTP,88,0
6,5,1992,4,RTTP,90,0
6,5,1992,4,RTTP,92,0
6,5,1992,4,RTTP,94,0
6,5,1992,4,RTTP,96,0
6,5,1992,4,RTTP,98,0
6,5,1992,4,RTTP,100,0
6,5,1992,4,RTTP,102,0
6,5,1992,4,RTTP,104,0
6,5,1992,4,RTTP,106,0
6,5,1992,4,RTTP,108,0
7,6,1989,3,RTTP,2,0
7,6,1989,3,RTTP,4,0
7,6,1989,3,RTTP,6,0
7,6,1989,3,RTTP,8,0
7,6,1989,3,RTTP,10,0
7,6,1989,3,RTTP,12,0
7,6,1989,3,RTTP,14,0
7,6,1989,3,RTTP,16,0
7,6,1989,3,RTTP,18,0
7,6,1989,3,RTTP,20,0
7,6,1989,3,RTTP,22,0
7,6,1989,3,RTTP,24,0
7,6,1989,3,RTTP,26,0
7,6,1989,3,RTTP,28,0
7,6,1989,3,RTTP,30,0
7,6,1989,3,RTTP,32,0
7,6,1989,3,RTTP,34,0
7,6,1989,3,RTTP,36,1.35738281444028
7,6,1989,3,RTTP,38,5.42953125776112
7,6,1989,3,RTTP,40,15.8361328351366
7,6,1989,3,RTTP,42,25.3378125362186
7,6,1989,3,RTTP,44,61.0822266498126
7,6,1989,3,RTTP,46,59.7248438353724
7,6,1989,3,RTTP,48,44.7936328765293
7,6,1989,3,RTTP,50,110.852929845956
7,6,1989,3,RTTP,52,431.195274053863
7,6,1989,3,RTTP,54,512.185781982133
7,6,1989,3,RTTP,56,300.886523867596
7,6,1989,3,RTTP,58,143.430117392523
7,6,1989,3,RTTP,60,59.2723828972256
7,6,1989,3,RTTP,62,32.12472660842
7,6,1989,3,RTTP,64,10.8590625155222
7,6,1989,3,RTTP,66,9.50167970108197
7,6,1989,3,RTTP,68,0.904921876293521
7,6,1989,3,RTTP,70,0
7,6,1989,3,RTTP,72,0.45246093814676
7,6,1989,3,RTTP,74,0
7,6,1989,3,RTTP,76,0
7,6,1989,3,RTTP,78,0
7,6,1989,3,RTTP,80,0
7,6,1989,3,RTTP,82,0
7,6,1989,3,RTTP,84,0
7,6,1989,3,RTTP,86,0
7,6,1989,3,RTTP,88,0
7,6,1989,3,RTTP,90,0
7,6,1989,3,RTTP,92,0
7,6,1989,3,RTTP,94,0
7,6,1989,3,RTTP,96,0
7,6,1989,3,RTTP,98,0
7,6,1989,3,RTTP,100,0
7,6,1989,3,RTTP,102,0
7,6,1989,3,RTTP,104,0
7,6,1989,3,RTTP,106,0
7,6,1989,3,RTTP,108,0
8,6,1989,4,RTTP,2,0
8,6,1989,4,RTTP,4,0
8,6,1989,4,RTTP,6,0
8,6,1989,4,RTTP,8,0
8,6,1989,4,RTTP,10,0
8,6,1989,4,RTTP,12,0
8,6,1989,4,RTTP,14,0
8,6,1989,4,RTTP,16,0
8,6,1989,4,RTTP,18,0
8,6,1989,4,RTTP,20,0
8,6,1989,4,RTTP,22,0
8,6,1989,4,RTTP,24,0.652021753478253
8,6,1989,4,RTTP,26,2.60808701391301
8,6,1989,4,RTTP,28,5.21617402782602
8,6,1989,4,RTTP,30,11.0843698091303
8,6,1989,4,RTTP,32,2.60808701391301
8,6,1989,4,RTTP,34,10.432348055652
8,6,1989,4,RTTP,36,11.0843698091303
8,6,1989,4,RTTP,38,5.21617402782602
8,6,1989,4,RTTP,40,3.91213052086952
8,6,1989,4,RTTP,42,0.652021753478253
8,6,1989,4,RTTP,44,49.5536532643472
8,6,1989,4,RTTP,46,86.0668714591294
8,6,1989,4,RTTP,48,29.9930006599996
8,6,1989,4,RTTP,50,11.7363915626085
8,6,1989,4,RTTP,52,36.5132181947822
8,6,1989,4,RTTP,54,50.2056750178255
8,6,1989,4,RTTP,56,41.0773704691299
8,6,1989,4,RTTP,58,22.1687396182606
8,6,1989,4,RTTP,60,5.21617402782602
8,6,1989,4,RTTP,62,0
8,6,1989,4,RTTP,64,0.652021753478253
8,6,1989,4,RTTP,66,0
8,6,1989,4,RTTP,68,0
8,6,1989,4,RTTP,70,0
8,6,1989,4,RTTP,72,0
8,6,1989,4,RTTP,74,0
8,6,1989,4,RTTP,76,0
8,6,1989,4,RTTP,78,0
8,6,1989,4,RTTP,80,0
8,6,1989,4,RTTP,82,0
8,6,1989,4,RTTP,84,0
8,6,1989,4,RTTP,86,0
8,6,1989,4,RTTP,88,0
8,6,1989,4,RTTP,90,0
8,6,1989,4,RTTP,92,0
8,6,1989,4,RTTP,94,0
8,6,1989,4,RTTP,96,0
8,6,1989,4,RTTP,98,0
8,6,1989,4,RTTP,100,0
8,6,1989,4,RTTP,102,0
8,6,1989,4,RTTP,104,0
8,6,1989,4,RTTP,106,0
8,6,1989,4,RTTP,108,0
9,6,1990,1,RTTP,2,0
9,6,1990,1,RTTP,4,0
9,6,1990,1,RTTP,6,0
9,6,1990,1,RTTP,8,0
9,6,1990,1,RTTP,10,0
9,6,1990,1,RTTP,12,0
9,6,1990,1,RTTP,14,0
9,6,1990,1,RTTP,16,0
9,6,1990,1,RTTP,18,0
9,6,1990,1,RTTP,20,0
9,6,1990,1,RTTP,22,0
9,6,1990,1,RTTP,24,3.20997269200255
9,6,1990,1,RTTP,26,6.41994538400509
9,6,1990,1,RTTP,28,6.41994538400509
9,6,1990,1,RTTP,30,8.34592899920662
9,6,1990,1,RTTP,32,73.8293719160586
9,6,1990,1,RTTP,34,272.205684281816
9,6,1990,1,RTTP,36,334.479154506665
9,6,1990,1,RTTP,38,369.788854118693
9,6,1990,1,RTTP,40,355.664974273882
9,6,1990,1,RTTP,42,373.640821349096
9,6,1990,1,RTTP,44,883.384484839101
9,6,1990,1,RTTP,46,851.284757919075
9,6,1990,1,RTTP,48,455.174127725961
9,6,1990,1,RTTP,50,130.324891295303
9,6,1990,1,RTTP,52,49.4335794568392
9,6,1990,1,RTTP,54,52.6435521488418
9,6,1990,1,RTTP,56,45.5816122264362
9,6,1990,1,RTTP,58,70.619399224056
9,6,1990,1,RTTP,60,43.0136340728341
9,6,1990,1,RTTP,62,21.8278143056173
9,6,1990,1,RTTP,64,32.0997269200255
9,6,1990,1,RTTP,66,19.9018306904158
9,6,1990,1,RTTP,68,11.5559016912092
9,6,1990,1,RTTP,70,3.20997269200255
9,6,1990,1,RTTP,72,0.641994538400509
9,6,1990,1,RTTP,74,0
9,6,1990,1,RTTP,76,0
9,6,1990,1,RTTP,78,0
9,6,1990,1,RTTP,80,0
9,6,1990,1,RTTP,82,0
9,6,1990,1,RTTP,84,0
9,6,1990,1,RTTP,86,0
9,6,1990,1,RTTP,88,0
9,6,1990,1,RTTP,90,0
9,6,1990,1,RTTP,92,0
9,6,1990,1,RTTP,94,0
9,6,1990,1,RTTP,96,0
9,6,1990,1,RTTP,98,0
9,6,1990,1,RTTP,100,0
9,6,1990,1,RTTP,102,0
9,6,1990,1,RTTP,104,0
9,6,1990,1,RTTP,106,0
9,6,1990,1,RTTP,108,0
10,6,1990,2,RTTP,2,0
10,6,1990,2,RTTP,4,0
10,6,1990,2,RTTP,6,0
10,6,1990,2,RTTP,8,0
10,6,1990,2,RTTP,10,0
10,6,1990,2,RTTP,12,0
10,6,1990,2,RTTP,14,0
10,6,1990,2,RTTP,16,0
10,6,1990,2,RTTP,18,0
10,6,1990,2,RTTP,20,0
10,6,1990,2,RTTP,22,0
10,6,1990,2,RTTP,24,0
10,6,1990,2,RTTP,26,0
10,6,1990,2,RTTP,28,0
10,6,1990,2,RTTP,30,0
10,6,1990,2,RTTP,32,0
10,6,1990,2,RTTP,34,27.0931318472304
10,6,1990,2,RTTP,36,129.393060718669
10,6,1990,2,RTTP,38,234.962850330291
10,6,1990,2,RTTP,40,409.666838448639
10,6,1990,2,RTTP,42,564.284539163005
10,6,1990,2,RTTP,44,721.237854691788
10,6,1990,2,RTTP,46,675.92692729211
10,6,1990,2,RTTP,48,606.325605822501
10,6,1990,2,RTTP,50,395.65314956214
10,6,1990,2,RTTP,52,155.551946640133
10,6,1990,2,RTTP,54,97.6286992426061
10,6,1990,2,RTTP,56,28.4945007358802
10,6,1990,2,RTTP,58,5.60547555459939
10,6,1990,2,RTTP,60,13.0794429607319
10,6,1990,2,RTTP,62,21.487656292631
10,6,1990,2,RTTP,64,12.6123199978486
10,6,1990,2,RTTP,66,3.73698370306626
10,6,1990,2,RTTP,68,1.40136888864985
10,6,1990,2,RTTP,70,0.467122962883283
10,6,1990,2,RTTP,72,0
10,6,1990,2,RTTP,74,0
10,6,1990,2,RTTP,76,0
10,6,1990,2,RTTP,78,0
10,6,1990,2,RTTP,80,0
10,6,1990,2,RTTP,82,0
10,6,1990,2,RTTP,84,0
10,6,1990,2,RTTP,86,0
10,6,1990,2,RTTP,88,0
10,6,1990,2,RTTP,90,0
10,6,1990,2,RTTP,92,0
10,6,1990,2,RTTP,94,0
10,6,1990,2,RTTP,96,0
10,6,1990,2,RTTP,98,0
10,6,1990,2,RTTP,100,0
10,6,1990,2,RTTP,102,0
10,6,1990,2,RTTP,104,0
10,6,1990,2,RTTP,106,0
10,6,1990,2,RTTP,108,0
11,6,1991,1,RTTP,2,0
11,6,1991,1,RTTP,4,0
11,6,1991,1,RTTP,6,0
11,6,1991,1,RTTP,8,0
11,6,1991,1,RTTP,10,0
11,6,1991,1,RTTP,12,0
11,6,1991,1,RTTP,14,0
11,6,1991,1,RTTP,16,0
11,6,1991,1,RTTP,18,0
11,6,1991,1,RTTP,20,0
11,6,1991,1,RTTP,22,0
11,6,1991,1,RTTP,24,0.645307845118736
11,6,1991,1,RTTP,26,1.93592353535621
11,6,1991,1,RTTP,28,3.87184707071242
11,6,1991,1,RTTP,30,1.93592353535621
11,6,1991,1,RTTP,32,36.1372393266492
11,6,1991,1,RTTP,34,74.8557100337734
11,6,1991,1,RTTP,36,25.8123138047494
11,6,1991,1,RTTP,38,10.9702333670185
11,6,1991,1,RTTP,40,84.5353277105544
11,6,1991,1,RTTP,42,132.93341609446
11,6,1991,1,RTTP,44,274.255834175463
11,6,1991,1,RTTP,46,596.264448889712
11,6,1991,1,RTTP,48,822.767502526388
11,6,1991,1,RTTP,50,1151.87450353694
11,6,1991,1,RTTP,52,412.351713030872
11,6,1991,1,RTTP,54,202.626663367283
11,6,1991,1,RTTP,56,174.878426027177
11,6,1991,1,RTTP,58,161.326961279684
11,6,1991,1,RTTP,60,123.253798417679
11,6,1991,1,RTTP,62,52.9152432997363
11,6,1991,1,RTTP,64,86.4712512459106
11,6,1991,1,RTTP,66,44.5262413131928
11,6,1991,1,RTTP,68,9.67961767678104
11,6,1991,1,RTTP,70,1.93592353535621
11,6,1991,1,RTTP,72,0.645307845118736
11,6,1991,1,RTTP,74,0
11,6,1991,1,RTTP,76,0
11,6,1991,1,RTTP,78,0
11,6,1991,1,RTTP,80,0
11,6,1991,1,RTTP,82,0
11,6,1991,1,RTTP,84,0
11,6,1991,1,RTTP,86,0
11,6,1991,1,RTTP,88,0
11,6,1991,1,RTTP,90,0
11,6,1991,1,RTTP,92,0
11,6,1991,1,RTTP,94,0
11,6,1991,1,RTTP,96,0
11,6,1991,1,RTTP,98,0
11,6,1991,1,RTTP,100,0
11,6,1991,1,RTTP,102,0
11,6,1991,1,RTTP,104,0
11,6,1991,1,RTTP,106,0
11,6,1991,1,RTTP,108,0
12,6,1991,2,RTTP,2,0
12,6,1991,2,RTTP,4,0
12,6,1991,2,RTTP,6,0
12,6,1991,2,RTTP,8,0
12,6,1991,2,RTTP,10,0
12,6,1991,2,RTTP,12,0
12,6,1991,2,RTTP,14,0
12,6,1991,2,RTTP,16,0
12,6,1991,2,RTTP,18,0
12,6,1991,2,RTTP,20,0
12,6,1991,2,RTTP,22,0
12,6,1991,2,RTTP,24,0
12,6,1991,2,RTTP,26,0
12,6,1991,2,RTTP,28,0
12,6,1991,2,RTTP,30,0.468611517440624
12,6,1991,2,RTTP,32,1.87444606976249
12,6,1991,2,RTTP,34,24.8364104243531
12,6,1991,2,RTTP,36,283.509968051577
12,6,1991,2,RTTP,38,390.82200554548
12,6,1991,2,RTTP,40,146.675404958915
12,6,1991,2,RTTP,42,39.3633674650124
12,6,1991,2,RTTP,44,69.8231160986529
12,6,1991,2,RTTP,46,192.599333668096
12,6,1991,2,RTTP,48,312.563882132896
12,6,1991,2,RTTP,50,410.972300795427
12,6,1991,2,RTTP,52,139.646232197306
12,6,1991,2,RTTP,54,44.9867056742999
12,6,1991,2,RTTP,56,83.412850104431
12,6,1991,2,RTTP,58,77.3209003777029
12,6,1991,2,RTTP,60,22.0247413197093
12,6,1991,2,RTTP,62,1.40583455232187
12,6,1991,2,RTTP,64,0.468611517440624
12,6,1991,2,RTTP,66,0
12,6,1991,2,RTTP,68,0
12,6,1991,2,RTTP,70,0
12,6,1991,2,RTTP,72,0
12,6,1991,2,RTTP,74,0
12,6,1991,2,RTTP,76,0
12,6,1991,2,RTTP,78,0
12,6,1991,2,RTTP,80,0
12,6,1991,2,RTTP,82,0
12,6,1991,2,RTTP,84,0
12,6,1991,2,RTTP,86,0
12,6,1991,2,RTTP,88,0
12,6,1991,2,RTTP,90,0
12,6,1991,2,RTTP,92,0
12,6,1991,2,RTTP,94,0
12,6,1991,2,RTTP,96,0
12,6,1991,2,RTTP,98,0
12,6,1991,2,RTTP,100,0
12,6,1991,2,RTTP,102,0
12,6,1991,2,RTTP,104,0
12,6,1991,2,RTTP,106,0
12,6,1991,2,RTTP,108,0
13,6,1991,3,RTTP,2,0
13,6,1991,3,RTTP,4,0
13,6,1991,3,RTTP,6,0
13,6,1991,3,RTTP,8,0
13,6,1991,3,RTTP,10,0
13,6,1991,3,RTTP,12,0
13,6,1991,3,RTTP,14,0
13,6,1991,3,RTTP,16,0
13,6,1991,3,RTTP,18,0
13,6,1991,3,RTTP,20,0
13,6,1991,3,RTTP,22,0
13,6,1991,3,RTTP,24,0
13,6,1991,3,RTTP,26,0
13,6,1991,3,RTTP,28,0
13,6,1991,3,RTTP,30,0
13,6,1991,3,RTTP,32,0
13,6,1991,3,RTTP,34,0.417170756136695
13,6,1991,3,RTTP,36,0.417170756136695
13,6,1991,3,RTTP,38,0
13,6,1991,3,RTTP,40,1.66868302454678
13,6,1991,3,RTTP,42,1.66868302454678
13,6,1991,3,RTTP,44,9.17775663500728
13,6,1991,3,RTTP,46,47.1402954434465
13,6,1991,3,RTTP,48,151.43298447762
13,6,1991,3,RTTP,50,249.468112169743
13,6,1991,3,RTTP,52,164.365277917858
13,6,1991,3,RTTP,54,102.20683525349
13,6,1991,3,RTTP,56,30.036294441842
13,6,1991,3,RTTP,58,9.17775663500728
13,6,1991,3,RTTP,60,7.9262443665972
13,6,1991,3,RTTP,62,3.33736604909356
13,6,1991,3,RTTP,64,1.66868302454678
13,6,1991,3,RTTP,66,1
13,6,1991,3,RTTP,68,0
13,6,1991,3,RTTP,70,0
13,6,1991,3,RTTP,72,0
13,6,1991,3,RTTP,74,0
13,6,1991,3,RTTP,76,0
13,6,1991,3,RTTP,78,0.417170756136695
13,6,1991,3,RTTP,80,0
13,6,1991,3,RTTP,82,0
13,6,1991,3,RTTP,84,0
13,6,1991,3,RTTP,86,0
13,6,1991,3,RTTP,88,0
13,6,1991,3,RTTP,90,0
13,6,1991,3,RTTP,92,0
13,6,1991,3,RTTP,94,0
